listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::EXA1,EXA1,AMS,ETF,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR Acc,Germany,DE,DE000A2QP372,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG013RG88Y4,
ASX::A200,A200,ASX,ETF,Betashares Australia 200 ETF,Australia,AU,AU00000A2000,Large Cap,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG00KTDNVD7,
ASX::GIVE,GIVE,ASX,ETF,Perpetual Esg Australian Share Active ETF,Australia,AU,AU0000187759,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG0139VBSL7,
ASX::MHOT,MHOT,ASX,ETF,Vaneck Morningstar Wide Moat (Aud Hedged) ETF,Australia,AU,AU0000302838,Consumer Discretionary,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG01K1XCYC9,
ASX::TT6,TT6,ASX,ETF,TRITON BOND TRUST 2021-1 IN RESPECT OF SERIES 1,Australia,AU,,,verified,Matched active official exchange directory listing.,TRITON BOND TRUST 2021-1 IN RESPECT OF SERIES 1,asx_listed_companies,False,,,
B3::BEWT39,BEWT39,B3,ETF,Ishares Msci Taiwan ETF,Ireland,IE,IE00B53QG562,Financials,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
B3::FOMO11,FOMO11,B3,ETF,HASHDEX MOMENTUM FUNDO DE ÍNDICE – RESP LIMIT,Brazil,BR,,,verified,Matched active official exchange directory listing.,HASHDEX MOMENTUM FUNDO DE ÍNDICE – RESP LIMIT,b3_instruments_equities,True,,,
B3::USAV11,USAV11,B3,ETF,TREND ETF CRSP US LARGE CAP VALUE FDO INV IND,Brazil,BR,,,verified,Matched active official exchange directory listing.,TREND ETF CRSP US LARGE CAP VALUE FDO INV IND,b3_instruments_equities,True,,,
BATS::BAMO,BAMO,BATS,ETF,Brookstone Opportunities ETF,United States,US,US66537J8615,,verified,Matched active official exchange directory listing.,Brookstone Opportunities ETF,nasdaq_other_listed,True,,,
BATS::COHX,COHX,BATS,ETF,Tradr 2X Long COHR Daily ETF,United States,US,,,verified,Matched active official exchange directory listing.,Tradr 2X Long COHR Daily ETF,nasdaq_other_listed,True,,,
