listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::500X,500X,AMS,ETF,SPDR S&P 500 ESG Leaders UCITS ETF EUR,Ireland,IE,IE00BH4GPZ28,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG00R05Q4Z3,
AMS::STEC,STEC,AMS,ETF,iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR acc,Germany,DE,DE000A2QP398,Information Technology,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG016L3PNY0,
ASX::EBTC,EBTC,ASX,ETF,Global X 21Shares Bitcoin ETF,Australia,AU,,Financials,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,,
ASX::LED,LED,ASX,ETF,LDR CAPITAL PROPERTY FUND,Australia,AU,AU0000455305,,verified,Matched active official exchange directory listing.,LDR CAPITAL PROPERTY FUND,asx_listed_companies,False,,BBG00QT8WBP6,
ASX::QGRU,QGRU,ASX,ETF,Quay Global Real Estate Fund (unhedged) Active Etf,Australia,AU,AU0000427106,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,,
B3::AUVP11,AUVP11,B3,ETF,BTG PACTUAL TEVA AUVP AÇÕES FUNDAMENTOS,Brazil,BR,,,verified,Matched active official exchange directory listing.,BTG PACTUAL TEVA AUVP AÇÕES FUNDAMENTOS,b3_instruments_equities,True,,,
B3::CMDB11,CMDB11,B3,ETF,BTG PACTUAL TEVA AÇÕES COMMODITIES BRASIL FDO IND,Brazil,BR,,,verified,Matched active official exchange directory listing.,BTG PACTUAL TEVA AÇÕES COMMODITIES BRASIL FDO IND,b3_instruments_equities,True,,,
B3::QLBR11,QLBR11,B3,ETF,RIO BRAVO INVESTO MARKETVECTOR BRAZIL MULTIFACTOR,Brazil,BR,,,verified,Matched active official exchange directory listing.,RIO BRAVO INVESTO MARKETVECTOR BRAZIL MULTIFACTOR,b3_instruments_equities,True,,,
BATS::ARCM,ARCM,BATS,ETF,Arrow Reserve Capital Management ETF,United States,US,US0427657194,Materials,verified,Matched active official exchange directory listing.,Arrow Reserve Capital Management ETF,nasdaq_other_listed,True,,,
BATS::BULU,BULU,BATS,ETF,T-REX 2X Long BULL Daily Target ETF,United States,US,,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
BATS::DKUP,DKUP,BATS,ETF,T-REX 2X Long DKNG Daily Target ETF,United States,US,,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
BATS::FLBL,FLBL,BATS,ETF,Franklin Liberty Senior Loan ETF,United States,US,US35473P5952,High Yield Bonds,verified,Matched active official exchange directory listing.,Franklin Senior Loan ETF,nasdaq_other_listed,True,,,
BATS::HYIN,HYIN,BATS,ETF,WisdomTree Alternative Income Fund,United States,US,US97717Y6260,Real Estate,verified,Matched active official exchange directory listing.,WisdomTree Private Credit and Alternative Income Fund,nasdaq_other_listed,True,,,
BATS::JXX,JXX,BATS,ETF,Janus Henderson Transformational Growth ETF,United States,US,,,verified,Matched active official exchange directory listing.,Janus Henderson Transformational Growth ETF,nasdaq_other_listed,True,,,
BATS::MSTQ,MSTQ,BATS,ETF,ETF Series Solutions - LHA Market State Tactical Q ETF,United States,US,US26922B7331,,verified,Matched active official exchange directory listing.,LHA Market State Tactical Q ETF,nasdaq_other_listed,True,,,
BATS::PBL,PBL,BATS,ETF,PGIM ETF Trust - PGIM Portfolio Ballast ETF,Australia,AU,AU0000181109,Consumer Discretionary,verified,Matched active official exchange directory listing.,PGIM Portfolio Ballast ETF,nasdaq_other_listed,True,,,
BATS::RSBY,RSBY,BATS,ETF,Return Stacked Bonds & Futures Yield ETF,United States,US,,,verified,Matched active official exchange directory listing.,Return Stacked Bonds & Futures Yield ETF,nasdaq_other_listed,True,,,
