listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::3NIO,3NIO,AMS,ETF,3x Long NIO,Netherlands,NL,XS2399365472,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
AMS::SP20,SP20,AMS,ETF,iShares S&P 500 Top 20 UCITS ETF USD Acc,Ireland,IE,IE000VA628D5,,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG01QNM2LR9,
ASX::E200,E200,ASX,ETF,SPDR S&P/ASX 200 Esg ETF,Australia,AU,AU0000096125,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG00WBLDV25,
ASX::L1HI,L1HI,ASX,ETF,L1 Capital International (Hedged) Active ETF,Australia,AU,,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,,
ASX::QAU,QAU,ASX,ETF,Betashares Gold Bullion Currency Hedged ETF,Australia,AU,AU000000QAU7,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG001NH38P6,
B3::ARGE11,ARGE11,B3,ETF,INVESTO ARGENTINA FUNDO DE ÍNDICE,Brazil,BR,,,verified,Matched active official exchange directory listing.,INVESTO ARGENTINA FUNDO DE ÍNDICE,b3_instruments_equities,True,,,
B3::CHIP11,CHIP11,B3,ETF,INVESTO ETF US  LISTED SEMICONDUCTOR 25 INDEX,Brazil,BR,,,verified,Matched active official exchange directory listing.,INVESTO ETF US  LISTED SEMICONDUCTOR 25 INDEX,b3_instruments_equities,True,,,
B3::QETH11,QETH11,B3,ETF,QR CME CF ETHER REFERENCE RATE FDO DE IND IE,Brazil,BR,,,verified,Matched active official exchange directory listing.,QR CME CF ETHER REFERENCE RATE FDO DE IND IE,b3_instruments_equities,True,,,
BATS::APRZ,APRZ,BATS,ETF,TrueShares Structured Outcome (April) ETF,United States,US,US53656F7309,,verified,Matched active official exchange directory listing.,TrueShares Structured Outcome (April) ETF,nasdaq_other_listed,True,,,
BATS::BUFY,BUFY,BATS,ETF,FT Vest Laddered International Moderate Buffer ETF,United States,US,,,verified,Matched active official exchange directory listing.,FT Vest Laddered International Moderate Buffer ETF,nasdaq_other_listed,True,,,
BATS::DJUL,DJUL,BATS,ETF,FT Cboe Vest U.S. Equity Deep Buffer ETF - July,United States,US,US33740F6988,,verified,Matched active official exchange directory listing.,FT Vest U.S. Equity Deep Buffer ETF - July,nasdaq_other_listed,True,,,
