listing_key,ticker,exchange,asset_type,name,country,country_code,isin,sector,status,reason,official_reference_name,official_reference_source,covered_by_official_directory,cik,figi,lei
AMS::IFRB,IFRB,AMS,ETF,iShares France Govt Bond UCITS ETF EUR (Dist) EUR,Ireland,IE,IE00B7LGZ558,Government Bonds,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,BBG002YWZF87,
ASX::BAOR,BAOR,ASX,ETF,Aoris Int Fund (Class B) (Unhedged) Active ETF,Australia,AU,,,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,,
ASX::HUGE,HUGE,ASX,ETF,Etfs Magnificent 7+ Etf,Australia,AU,AU0000393373,Health Care,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG01TRBZGN2,
ASX::NDQ,NDQ,ASX,ETF,Betashares Nasdaq 100 ETF,Australia,AU,AU000000NDQ6,Large Cap,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG008NVXBV3,
ASX::VHY,VHY,ASX,ETF,Vanguard Australian Shares High Yield ETF,Australia,AU,AU000000VHY4,Developed Markets,reference_gap,This exchange is only partially covered by the current official reference layer.,,,False,,BBG001PPVC03,
B3::BITI11,BITI11,B3,ETF,IT NOW BLOOMBERG GALAXY BITCOIN FUNDO DE ÍNDICE,Brazil,BR,,,verified,Matched active official exchange directory listing.,IT NOW BLOOMBERG GALAXY BITCOIN FUNDO DE ÍNDICE,b3_instruments_equities,True,,,
B3::IMBB11,IMBB11,B3,ETF,Etf Bradesco Ima-B Fundo De Indice,Brazil,BR,,Financials,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
B3::XPIE11,XPIE11,B3,ETF,XP Infra Fund II Fundo De Investimento Em Participacoes Infraestrutura,Brazil,BR,,Financials,reference_gap,This exchange is only weakly covered by the current official reference layer.,,,True,,,
BATS::BFLB,BFLB,BATS,ETF,BufferLABS US Equity Dynamic Buffer ETF,United States,US,,,verified,Matched active official exchange directory listing.,BufferLABS US Equity Dynamic Buffer ETF,nasdaq_other_listed,True,,,
BATS::DDFF,DDFF,BATS,ETF,Innovator ETFs Trust - Innovator Equity Dual Directional 15 Buffer ETF - February,United States,US,,,verified,Matched active official exchange directory listing.,Innovator Equity Dual Directional 15 Buffer ETF - February,nasdaq_other_listed,True,,,
